Year,HOUR-PST,Avg Global Horizontal [W/m^2],,Grid Elecricity Price（$/kWh）
2016,9,500.2954,525,0.06
2016,10,659.7479,675,0.06
2016,11,773.8386,775,0.06
2016,12,821.9072,825,0.06
2016,13,804.5371,825,0.06
2016,14,719.8823,725,0.06
2016,15,583.515,575,0.06
2016,16,408.137,425,0.06
2016,17,203.4688,225,0.09
2016,18,22.938,25,0.09
2016,19,0.0046,25,0.09
2016,20,0.0039,25,0.09
2016,21,0.0116,25,0.09
2016,22,0.0216,25,0.06
2016,23,0.0332,25,0.06
2016,0,0.0332,25,0.06
2016,1,0.0278,25,0.06
2016,2,0.0433,25,0.06
2016,3,0.0657,25,0.06
2016,4,0.0448,25,0.06
2016,5,0.0263,25,0.06
2016,6,0.9981,25,0.06
2016,7,65.4582,75,0.06
2016,8,301.6337,325,0.06
2016,9,507.7108,525,0.06
2016,10,666.2038,675,0.06
2016,11,779.8329,775,0.06
2016,12,799.1935,775,0.06
2016,13,797.1253,775,0.06
2016,14,566.3453,575,0.06
2016,15,481.5896,475,0.06
2016,16,317.6451,325,0.06
2016,17,188.286,175,0.09
2016,18,21.3878,25,0.09
2016,19,0.0077,25,0.09
2016,20,0.0147,25,0.09
2016,21,0.0255,25,0.09
2016,22,0.0224,25,0.06
2016,23,0.0263,25,0.06
2016,0,0.0301,25,0.06
2016,1,0.0386,25,0.06
2016,2,0.0564,25,0.06
2016,3,0.0479,25,0.06
2016,4,0.0657,25,0.06
2016,5,0.034,25,0.06
2016,6,1.3615,25,0.06
2016,7,74.5816,75,0.06
2016,8,292.8196,275,0.06
2016,9,487.8242,475,0.06
2016,10,663.5126,675,0.06
2016,11,767.0929,775,0.06
2016,12,819.5624,825,0.06
2016,13,802.6701,825,0.06
2016,14,692.307,675,0.06
2016,15,577.566,575,0.06
2016,16,396.8299,375,0.06
2016,17,191.8876,175,0.09
2016,18,18.3279,25,0.09
2016,19,0.0062,25,0.09
2016,20,0.017,25,0.09
2016,21,0.0263,25,0.09
2016,22,0.034,25,0.06
2016,23,0.0549,25,0.06
2016,0,0.044,25,0.06
2016,1,0.0587,25,0.06
2016,2,0.0556,25,0.06
2016,3,0.0556,25,0.06
2016,4,0.0603,25,0.06
2016,5,0.0417,25,0.06
2016,6,1.4454,25,0.06
2016,7,93.9461,75,0.06
2016,8,289.0707,275,0.06
2016,9,480.0551,475,0.06
2016,10,636.5966,625,0.06
2016,11,748.9668,725,0.06
2016,12,793.5032,775,0.06
2016,13,776.2387,775,0.06
2016,14,693.9711,675,0.06
2016,15,561.52,575,0.06
2016,16,385.9275,375,0.06
2016,17,183.2756,175,0.09
2016,18,14.9842,25,0.09
2016,19,0.0201,25,0.09
2016,20,0.0317,25,0.09
2016,21,0.0239,25,0.09
2016,22,0.0294,25,0.06
2016,23,0.0672,25,0.06
2016,0,0.0796,25,0.06
2016,1,0.0525,25,0.06
2016,2,0.0603,25,0.06
2016,3,0.0518,25,0.06
2016,4,0.0386,25,0.06
2016,5,0.0348,25,0.06
2016,6,0.7858,25,0.06
2016,7,85.8482,75,0.06
2016,8,287.6197,275,0.06
2016,9,473.9315,475,0.06
2016,10,629.6971,625,0.06
2016,11,730.7125,725,0.06
2016,12,778.7071,775,0.06
2016,13,759.7239,775,0.06
2016,14,676.1038,675,0.06
2016,15,540.7987,525,0.06
2016,16,371.0699,375,0.06
2016,17,169.7066,175,0.09
2016,18,13.7698,25,0.09
2016,19,0.0185,25,0.09
2016,20,0.034,25,0.09
2016,21,0.0355,25,0.09
2016,22,0.027,25,0.06
2016,23,0.0294,25,0.06
2016,0,0.0695,25,0.06
2016,1,0.061,25,0.06
2016,2,0.0618,25,0.06
2016,3,0.0788,25,0.06
2016,4,0.0324,25,0.06
2016,5,0.0618,25,0.06
2016,6,0.5021,25,0.06
2016,7,65.5285,75,0.06
2016,8,282.0073,275,0.06
2016,9,463.0824,475,0.06
2016,10,619.1058,625,0.06
2016,11,720.6967,725,0.06
2016,12,762.1752,775,0.06
2016,13,746.2085,725,0.06
2016,14,668.8239,675,0.06
2016,15,538.7622,525,0.06
2016,16,363.1172,375,0.06
2016,17,163.8524,175,0.09
2016,18,11.6538,25,0.09
2016,19,0.01,25,0.09
2016,20,0,0,0.09
2016,21,0.0154,25,0.09
2016,22,0.0518,25,0.06
2016,23,0.0324,25,0.06
2016,0,0.0046,25,0.06
2016,1,0.0178,25,0.06
2016,2,0.0471,25,0.06
2016,3,0.0147,25,0.06
2016,4,0.0533,25,0.06
2016,5,0.0402,25,0.06
2016,6,0.4296,25,0.06
2016,7,73.1782,75,0.06
2016,8,262.9385,275,0.06
2016,9,449.5227,425,0.06
2016,10,603.0851,625,0.06
2016,11,704.7128,725,0.06
2016,12,743.5477,725,0.06
2016,13,718.7325,725,0.06
2016,14,638.0555,625,0.06
2016,15,499.7738,475,0.06
2016,16,338.0836,325,0.06
2016,17,138.8485,125,0.09
2016,18,9.6672,25,0.09
2016,19,0.0239,25,0.09
2016,20,0.0324,25,0.09
2016,21,0.0448,25,0.09
2016,22,0.0355,25,0.06
2016,23,0.0518,25,0.06
2016,0,0.0394,25,0.06
2016,1,0.0348,25,0.06
2016,2,0.0309,25,0.06
2016,3,0.044,25,0.06
2016,4,0.0525,25,0.06
2016,5,0.034,25,0.06
2016,6,0.8617,25,0.06
2016,7,40.9305,25,0.06
2016,8,137.9052,125,0.06
2016,9,371.4975,375,0.06
2016,10,595.0428,575,0.06
2016,11,691.6777,675,0.06
2016,12,740.6664,725,0.06
2016,13,721.58,725,0.06
2016,14,640.3846,625,0.06
2016,15,507.1739,525,0.06
2016,16,334.5023,325,0.06
2016,17,141.913,125,0.09
2016,18,8.8372,25,0.09
2016,19,0.0255,25,0.09
2016,20,0.0154,25,0.09
2016,21,0.0239,25,0.09
2016,22,0.0062,25,0.06
2016,23,0.0139,25,0.06
2016,0,0.0494,25,0.06
2016,1,0.0247,25,0.06
2016,2,0.0348,25,0.06
2016,3,0.0425,25,0.06
2016,4,0.027,25,0.06
2016,5,0.0247,25,0.06
2016,6,0.7144,25,0.06
2016,7,24.3603,25,0.06
2016,8,96.8462,75,0.06
2016,9,207.8924,225,0.06
2016,10,402.5585,425,0.06
2016,11,569.9589,575,0.06
2016,12,656.2207,675,0.06
2016,13,731.3008,725,0.06
2016,14,649.3083,625,0.06
2016,15,518.8039,525,0.06
2016,16,342.5606,325,0.06
2016,17,133.4151,125,0.09
2016,18,7.8774,25,0.09
2016,19,0.0247,25,0.09
2016,20,0.0247,25,0.09
2016,21,0.0371,25,0.09
2016,22,0.0332,25,0.06
2016,23,0.0487,25,0.06
2016,0,0.0711,25,0.06
2016,1,0.0479,25,0.06
2016,2,0.0448,25,0.06
2016,3,0.0479,25,0.06
2016,4,0.0556,25,0.06
2016,5,0.0804,25,0.06
2016,6,0.3788,25,0.06
2016,7,17.8086,25,0.06
2016,8,83.8356,75,0.06
2016,9,191.1447,175,0.06
2016,10,516.6181,525,0.06
2016,11,667.3633,675,0.06
2016,12,735.1013,725,0.06
2016,13,717.0431,725,0.06
2016,14,639.9075,625,0.06
2016,15,507.76,525,0.06
2016,16,337.0648,325,0.06
2016,17,138.8478,125,0.09
2016,18,7.7033,25,0.09
2016,19,0.0216,25,0.09
2016,20,0.0355,25,0.09
2016,21,0.0332,25,0.09
2016,22,0.0309,25,0.06
2016,23,0.0371,25,0.06
2016,0,0.0363,25,0.06
2016,1,0.0402,25,0.06
2016,2,0.0363,25,0.06
2016,3,0.0355,25,0.06
2016,4,0.0355,25,0.06
2016,5,0.0402,25,0.06
2016,6,0.5004,25,0.06
2016,7,25.6908,25,0.06
2016,8,118.5309,125,0.06
2016,9,235.6226,225,0.06
2016,10,549.477,525,0.06
2016,11,673.0134,675,0.06
2016,12,718.955,725,0.06
2016,13,707.413,725,0.06
2016,14,624.4783,625,0.06
2016,15,489.4471,475,0.06
2016,16,319.6651,325,0.06
2016,17,121.5057,125,0.09
2016,18,3.5837,25,0.09
2016,19,0.0386,25,0.09
2016,20,0.0309,25,0.09
2016,21,0.0324,25,0.09
2016,22,0.0348,25,0.06
2016,23,0.0332,25,0.06
2016,0,0.0232,25,0.06
2016,1,0.0456,25,0.06
2016,2,0.0417,25,0.06
2016,3,0.0347,25,0.06
2016,4,0.0433,25,0.06
2016,5,0.0294,25,0.06
2016,6,0.783,25,0.06
2016,7,41.7087,25,0.06
2016,8,206.4237,225,0.06
2016,9,407.2097,425,0.06
2016,10,553.1211,575,0.06
2016,11,693.8025,675,0.06
2016,12,734.5332,725,0.06
2016,13,717.8802,725,0.06
2016,14,636.6196,625,0.06
2016,15,494.881,475,0.06
2016,16,320.0232,325,0.06
2016,17,124.8959,125,0.09
2016,18,4.7838,25,0.09
2016,19,0.0263,25,0.09
2016,20,0.0417,25,0.09
2016,21,0.0386,25,0.09
2016,22,0.0239,25,0.06
2016,23,0.0409,25,0.06
2016,0,0.027,25,0.06
2016,1,0.0131,25,0.06
2016,2,0.034,25,0.06
2016,3,0.0324,25,0.06
2016,4,0.0556,25,0.06
2016,5,0.0255,25,0.06
2016,6,0.4511,25,0.06
2016,7,14.5745,25,0.06
2016,8,37.7839,25,0.06
2016,9,182.8952,175,0.06
2016,10,258.3897,275,0.06
2016,11,381.9345,375,0.06
2016,12,614.5989,625,0.06
2016,13,688.0053,675,0.06
2016,14,578.0521,575,0.06
2016,15,459.8975,475,0.06
2016,16,215.8002,225,0.06
2016,17,86.9426,75,0.09
2016,18,2.9666,25,0.09
2016,19,0.0425,25,0.09
2016,20,0.0494,25,0.09
2016,21,0.0587,25,0.09
2016,22,0.0402,25,0.06
2016,23,0.0463,25,0.06
2016,0,0.0371,25,0.06
2016,1,0,0,0.06
2016,2,0.0626,25,0.06
2016,3,0.0765,25,0.06
2016,4,0.0757,25,0.06
2016,5,0.034,25,0.06
2016,6,0.204,25,0.06
2016,7,28.7234,25,0.06
2016,8,84.3124,75,0.06
2016,9,193.2711,175,0.06
2016,10,577.7681,575,0.06
2016,11,752.4463,775,0.06
2016,12,683.2197,675,0.06
2016,13,720.8328,725,0.06
2016,14,620.8577,625,0.06
2016,15,488.3625,475,0.06
2016,16,316.9828,325,0.06
2016,17,122.4244,125,0.09
2016,18,4.1328,25,0.09
2016,19,0.0394,25,0.09
2016,20,0.0386,25,0.09
2016,21,0.0533,25,0.09
2016,22,0.0409,25,0.06
2016,23,0.0641,25,0.06
2016,0,0.102,25,0.06
2016,1,0.0997,25,0.06
2016,2,0.0943,25,0.06
2016,3,0,0,0.06
2016,4,0.0595,25,0.06
2016,5,0.0688,25,0.06
2016,6,0.4944,25,0.06
2016,7,54.2285,75,0.06
2016,8,239.4023,225,0.06
2016,9,399.6942,375,0.06
2016,10,274.1195,275,0.06
2016,11,653.2926,675,0.06
2016,12,716.4379,725,0.06
2016,13,695.0839,675,0.06
2016,14,615.4051,625,0.06
2016,15,481.6707,475,0.06
2016,16,307.6394,325,0.06
2016,17,114.8046,125,0.09
2016,18,3.4901,25,0.09
2016,19,0.0394,25,0.09
2016,20,0.044,25,0.09
2016,21,0.0433,25,0.09
2016,22,0.0518,25,0.06
2016,23,0.0749,25,0.06
2016,0,0.0579,25,0.06
2016,1,0.0077,25,0.06
2016,2,0.0749,25,0.06
2016,3,0,0,0.06
2016,4,0.0139,25,0.06
2016,5,0,0,0.06
2016,6,0.187,25,0.06
2016,7,26.3239,25,0.06
2016,8,91.0968,75,0.06
2016,9,220.9885,225,0.06
2016,10,508.3588,525,0.06
2016,11,562.421,575,0.06
2016,12,725.7772,725,0.06
2016,13,690.9732,675,0.06
2016,14,575.046,575,0.06
2016,15,311.0999,325,0.06
2016,16,264.1337,275,0.06
2016,17,123.2926,125,0.09
2016,18,2.5546,25,0.09
2016,19,0.051,25,0.09
2016,20,0.0564,25,0.09
2016,21,0.0556,25,0.09
2016,22,0.061,25,0.06
2016,23,0.0564,25,0.06
2016,0,0.0966,25,0.06
2016,1,0.1136,25,0.06
2016,2,0.1058,25,0.06
2016,3,0.0703,25,0.06
2016,4,0.1491,25,0.06
2016,5,0.1206,25,0.06
2016,6,0.6166,25,0.06
2016,7,50.9824,75,0.06
2016,8,226.2564,225,0.06
2016,9,412.5812,425,0.06
2016,10,555.2106,575,0.06
2016,11,665.8704,675,0.06
2016,12,703.924,725,0.06
2016,13,682.6413,675,0.06
2016,14,603.7155,625,0.06
2016,15,472.0309,475,0.06
2016,16,300.2166,325,0.06
2016,17,111.0565,125,0.09
2016,18,2.9299,25,0.09
2016,19,0.0293,25,0.09
2016,20,0.0463,25,0.09
2016,21,0.0463,25,0.09
2016,22,0.0603,25,0.06
2016,23,0.0703,25,0.06
2016,0,0.0572,25,0.06
2016,1,0.017,25,0.06
2016,2,0.0572,25,0.06
2016,3,0.1182,25,0.06
2016,4,0.0966,25,0.06
2016,5,0,0,0.06
2016,6,0.4914,25,0.06
2016,7,47.1041,25,0.06
2016,8,218.1091,225,0.06
2016,9,366.0107,375,0.06
2016,10,480.0331,475,0.06
2016,11,648.9428,625,0.06
2016,12,692.8154,675,0.06
2016,13,669.5413,675,0.06
2016,14,590.4303,575,0.06
2016,15,459.6761,475,0.06
2016,16,286.3529,275,0.06
2016,17,105.9326,125,0.09
2016,18,2.4078,25,0.09
2016,19,0.044,25,0.09
2016,20,0.0541,25,0.09
2016,21,0.0487,25,0.09
2016,22,0.051,25,0.06
2016,23,0.0463,25,0.06
2016,0,0.0487,25,0.06
2016,1,0.0294,25,0.06
2016,2,0.0664,25,0.06
2016,3,0.0664,25,0.06
2016,4,0.1051,25,0.06
2016,5,0.0595,25,0.06
2016,6,0.299,25,0.06
2016,7,16.0931,25,0.06
2016,8,69.347,75,0.06
2016,9,168.4147,175,0.06
2016,10,292.9251,275,0.06
2016,11,564.4892,575,0.06
2016,12,688.0415,675,0.06
2016,13,639.0542,625,0.06
2016,14,576.5092,575,0.06
2016,15,442.0414,425,0.06
2016,16,281.7317,275,0.06
2016,17,77.7594,75,0.09
2016,18,2.2391,25,0.09
2016,19,0.0255,25,0.09
2016,20,0.0255,25,0.09
2016,21,0.0355,25,0.09
2016,22,0.0541,25,0.06
2016,23,0.0464,25,0.06
2016,0,0.0363,25,0.06
2016,1,0.0873,25,0.06
2016,2,0.102,25,0.06
2016,3,0.0371,25,0.06
2016,4,0.0634,25,0.06
2016,5,0.0641,25,0.06
2016,6,0.4836,25,0.06
2016,7,43.013,25,0.06
2016,8,218.7672,225,0.06
2016,9,411.0967,425,0.06
2016,10,546.6051,525,0.06
2016,11,658.2117,675,0.06
2016,12,689.3659,675,0.06
2016,13,704.1436,725,0.06
2016,14,388.919,375,0.06
2016,15,443.1565,425,0.06
2016,16,287.5816,275,0.06
2016,17,103.5822,125,0.09
2016,18,1.848,25,0.09
2016,19,0.0317,25,0.09
2016,20,0.0178,25,0.09
2016,21,0.0417,25,0.09
2016,22,0,0,0.06
2016,23,0.0402,25,0.06
2016,0,0.0765,25,0.06
2016,1,0.0865,25,0.06
2016,2,0.0834,25,0.06
2016,3,0.061,25,0.06
2016,4,0.102,25,0.06
2016,5,0,0,0.06
2016,6,0.4836,25,0.06
2016,7,50.9885,75,0.06
2016,8,223.7345,225,0.06
2016,9,394.1158,375,0.06
2016,10,535.7965,525,0.06
2016,11,648.2176,625,0.06
2016,12,634.9167,625,0.06
2016,13,664.6667,675,0.06
2016,14,581.4007,575,0.06
2016,15,440.8818,425,0.06
2016,16,281.1347,275,0.06
2016,17,113.8372,125,0.09
2016,18,1.6891,25,0.09
2016,19,0.0239,25,0.09
2016,20,0.0286,25,0.09
2016,21,0.0394,25,0.09
2016,22,0.0433,25,0.06
2016,23,0.0819,25,0.06
2016,0,0.078,25,0.06
2016,1,0.0726,25,0.06
2016,2,0.0742,25,0.06
2016,3,0.0332,25,0.06
2016,4,0.0827,25,0.06
2016,5,0,0,0.06
2016,6,0.2357,25,0.06
2016,7,54.232,75,0.06
2016,8,209.3143,225,0.06
2016,9,393.746,375,0.06
2016,10,540.5777,525,0.06
2016,11,650.635,675,0.06
2016,12,696.8326,675,0.06
2016,13,679.8853,675,0.06
2016,14,545.2603,525,0.06
2016,15,323.2945,325,0.06
2016,16,271.4944,275,0.06
2016,17,100.1908,125,0.09
2016,18,1.4057,25,0.09
2016,19,0.0425,25,0.09
2016,20,0.0425,25,0.09
2016,21,0.0425,25,0.09
2016,22,0.0502,25,0.06
2016,23,0.0834,25,0.06
2016,0,0.0865,25,0.06
2016,1,0.0332,25,0.06
2016,2,0.085,25,0.06
2016,3,0.0525,25,0.06
2016,4,0.0224,25,0.06
2016,5,0.1468,25,0.06
2016,6,0.2334,25,0.06
2016,7,45.4144,25,0.06
2016,8,225.9833,225,0.06
2016,9,407.9269,425,0.06
2016,10,559.5025,575,0.06
2016,11,651.8209,675,0.06
2016,12,693.8947,675,0.06
2016,13,671.2275,675,0.06
2016,14,589.0618,575,0.06
2016,15,458.0553,475,0.06
2016,16,285.2637,275,0.06
2016,17,93.6536,75,0.09
2016,18,1.1505,25,0.09
2016,19,0.0378,25,0.09
2016,20,0.0301,25,0.09
2016,21,0.0487,25,0.09
2016,22,0.0402,25,0.06
2016,23,0.0541,25,0.06
2016,0,0.0618,25,0.06
2016,1,0.0896,25,0.06
2016,2,0.0672,25,0.06
2016,3,0.0695,25,0.06
2016,4,0.0834,25,0.06
2016,5,0.0533,25,0.06
2016,6,0.0827,25,0.06
2016,7,13.5847,25,0.06
2016,8,197.616,175,0.06
2016,9,378.6634,375,0.06
2016,10,489.339,475,0.06
2016,11,632.2458,625,0.06
2016,12,546.2884,525,0.06
2016,13,648.6983,625,0.06
2016,14,573.2235,575,0.06
2016,15,444.2533,425,0.06
2016,16,275.4623,275,0.06
2016,17,89.8576,75,0.09
2016,18,1.1928,25,0.09
2016,19,0.0355,25,0.09
2016,20,0.0294,25,0.09
2016,21,0.0525,25,0.09
2016,22,0.0711,25,0.06
2016,23,0.0819,25,0.06
2016,0,0.078,25,0.06
2016,1,0.0896,25,0.06
2016,2,0.0564,25,0.06
2016,3,0.1035,25,0.06
2016,4,0.027,25,0.06
2016,5,0.1036,25,0.06
2016,6,0.2481,25,0.06
2016,7,30.9309,25,0.06
2016,8,209.6252,225,0.06
2016,9,391.7382,375,0.06
2016,10,539.9257,525,0.06
2016,11,634.2591,625,0.06
2016,12,677.6118,675,0.06
2016,13,650.704,675,0.06
2016,14,585.6056,575,0.06
2016,15,445.2735,425,0.06
2016,16,271.0656,275,0.06
2016,17,79.811,75,0.09
2016,18,1.161,25,0.09
2016,19,0.0232,25,0.09
2016,20,0.0371,25,0.09
2016,21,0.034,25,0.09
2016,22,0,0,0.06
2016,23,0.0572,25,0.06
2016,0,0.0425,25,0.06
2016,1,0.0417,25,0.06
2016,2,0,0,0.06
2016,3,0.0039,25,0.06
2016,4,0.0943,25,0.06
2016,5,0.1151,25,0.06
2016,6,0.1484,25,0.06
2016,7,31.2721,25,0.06
2016,8,198.0768,175,0.06
2016,9,374.3563,375,0.06
2016,10,425.7966,425,0.06
2016,11,374.4044,375,0.06
2016,12,666.3561,675,0.06
2016,13,646.8949,625,0.06
2016,14,568.756,575,0.06
2016,15,439.3639,425,0.06
2016,16,266.5012,275,0.06
2016,17,77.3982,75,0.09
2016,18,1.0611,25,0.09
2016,19,0.0332,25,0.09
2016,20,0.0556,25,0.09
2016,21,0.0688,25,0.09
2016,22,0.068,25,0.06
2016,23,0.0209,25,0.06
2016,0,0.0379,25,0.06
2016,1,0.0185,25,0.06
2016,2,0.0634,25,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0.1198,25,0.06
2016,6,0.041,25,0.06
2016,7,35.6112,25,0.06
2016,8,198.3585,175,0.06
2016,9,373.9671,375,0.06
2016,10,522.0905,525,0.06
2016,11,619.7481,625,0.06
2016,12,665.6301,675,0.06
2016,13,646.9406,625,0.06
2016,14,567.9195,575,0.06
2016,15,438.2136,425,0.06
2016,16,270.5788,275,0.06
2016,17,81.257,75,0.09
2016,18,1.0128,25,0.09
2016,19,0.0278,25,0.09
2016,20,0.0409,25,0.09
2016,21,0.0541,25,0.09
2016,22,0.051,25,0.06
2016,23,0.0595,25,0.06
2016,0,0.0881,25,0.06
2016,1,0.0873,25,0.06
2016,2,0.0927,25,0.06
2016,3,0.0904,25,0.06
2016,4,0.007,25,0.06
2016,5,0.1329,25,0.06
2016,6,0.3122,25,0.06
2016,7,35.5985,25,0.06
2016,8,203.6325,225,0.06
2016,9,386.1385,375,0.06
2016,10,536.028,525,0.06
2016,11,630.1284,625,0.06
2016,12,671.0459,675,0.06
2016,13,648.6699,625,0.06
2016,14,567.9511,575,0.06
2016,15,438.9992,425,0.06
2016,16,270.9511,275,0.06
2016,17,78.953,75,0.09
2016,18,0.5612,25,0.09
2016,19,0.0247,25,0.09
2016,20,0.0278,25,0.09
2016,21,0.0239,25,0.09
2016,22,0.0355,25,0.06
2016,23,0.0518,25,0.06
2016,0,0.0456,25,0.06
2016,1,0.061,25,0.06
2016,2,0.0811,25,0.06
2016,3,0.0889,25,0.06
2016,4,0.0533,25,0.06
2016,5,0.0657,25,0.06
2016,6,0.1708,25,0.06
2016,7,24.2425,25,0.06
2016,8,190.4956,175,0.06
2016,9,390.0453,375,0.06
2016,10,537.3069,525,0.06
2016,11,612.7227,625,0.06
2016,12,660.5344,675,0.06
2016,13,574.2968,575,0.06
2016,14,445.7391,425,0.06
2016,15,345.0171,325,0.06
2016,16,97.1467,75,0.06
2016,17,30.4003,25,0.09
2016,18,1.1971,25,0.09
2016,19,0.0178,25,0.09
2016,20,0,0,0.09
2016,21,0.0015,25,0.09
2016,22,0.0626,25,0.06
2016,23,0.0618,25,0.06
2016,0,0.0201,25,0.06
2016,1,0.044,25,0.06
2016,2,0.0487,25,0.06
2016,3,0.0541,25,0.06
2016,4,0.0525,25,0.06
2016,5,0.0641,25,0.06
2016,6,0.0247,25,0.06
2016,7,18.004,25,0.06
2016,8,226.7489,225,0.06
2016,9,343.9262,325,0.06
2016,10,543.4631,525,0.06
2016,11,647.4298,625,0.06
2016,12,596.7352,575,0.06
2016,13,516.5699,525,0.06
2016,14,503.09,525,0.06
2016,15,366.9598,375,0.06
2016,16,253.1287,275,0.06
2016,17,68.878,75,0.09
2016,18,0.7567,25,0.09
2016,19,0.061,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0.0873,25,0.06
2016,0,0.0595,25,0.06
2016,1,0.109,25,0.06
2016,2,0.0726,25,0.06
2016,3,0.0641,25,0.06
2016,4,0.0966,25,0.06
2016,5,0.0046,25,0.06
2016,6,0.0201,25,0.06
2016,7,31.023,25,0.06
2016,8,202.4141,225,0.06
2016,9,384.8268,375,0.06
2016,10,533.5077,525,0.06
2016,11,632.0012,625,0.06
2016,12,671.5225,675,0.06
2016,13,645.9606,625,0.06
2016,14,563.1784,575,0.06
2016,15,430.5179,425,0.06
2016,16,258.9193,275,0.06
2016,17,69.9555,75,0.09
2016,18,0.6493,25,0.09
2016,19,0.0572,25,0.09
2016,20,0.0664,25,0.09
2016,21,0.0487,25,0.09
2016,22,0.085,25,0.06
2016,23,0.1461,25,0.06
2016,0,0.1569,25,0.06
2016,1,0.0402,25,0.06
2016,2,0,0,0.06
2016,3,0.0271,25,0.06
2016,4,0.0185,25,0.06
2016,5,0.0425,25,0.06
2016,6,0.007,25,0.06
2016,7,31.0195,25,0.06
2016,8,202.0129,225,0.06
2016,9,385.6564,375,0.06
2016,10,535.1989,525,0.06
2016,11,640.6994,625,0.06
2016,12,679.9985,675,0.06
2016,13,656.5359,675,0.06
2016,14,571.9822,575,0.06
2016,15,437.5457,425,0.06
2016,16,264.0299,275,0.06
2016,17,69.4126,75,0.09
2016,18,0.5388,25,0.09
2016,19,0.0193,25,0.09
2016,20,0.0518,25,0.09
2016,21,0.0386,25,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0.1028,25,0.06
2016,5,0.1136,25,0.06
2016,6,0.109,25,0.06
2016,7,29.7942,25,0.06
2016,8,207.6622,225,0.06
2016,9,393.5627,375,0.06
2016,10,540.9816,525,0.06
2016,11,641.3269,625,0.06
2016,12,678.1554,675,0.06
2016,13,656.2417,675,0.06
2016,14,572.4082,575,0.06
2016,15,435.9084,425,0.06
2016,16,264.7272,275,0.06
2016,17,73.1839,75,0.09
2016,18,0.8156,25,0.09
2016,19,0.0332,25,0.09
2016,20,0.061,25,0.09
2016,21,0.0587,25,0.09
2016,22,0.0456,25,0.06
2016,23,0,0,0.06
2016,0,0.0665,25,0.06
2016,1,0.0363,25,0.06
2016,2,0.0526,25,0.06
2016,3,0.177,25,0.06
2016,4,0.0873,25,0.06
2016,5,0.0912,25,0.06
2016,6,0.0726,25,0.06
2016,7,27.5882,25,0.06
2016,8,199.3219,175,0.06
2016,9,380.232,375,0.06
2016,10,522.627,525,0.06
2016,11,625.7355,625,0.06
2016,12,666.8457,675,0.06
2016,13,644.8866,625,0.06
2016,14,562.0156,575,0.06
2016,15,425.9457,425,0.06
2016,16,252.327,275,0.06
2016,17,62.7735,75,0.09
2016,18,0.5047,25,0.09
2016,19,0.0108,25,0.09
2016,20,0.0247,25,0.09
2016,21,0.0155,25,0.09
2016,22,0.0626,25,0.06
2016,23,0.0487,25,0.06
2016,0,0.0487,25,0.06
2016,1,0.0456,25,0.06
2016,2,0.0804,25,0.06
2016,3,0.0688,25,0.06
2016,4,0.0464,25,0.06
2016,5,0.0688,25,0.06
2016,6,0.1012,25,0.06
2016,7,25.3687,25,0.06
2016,8,194.2997,175,0.06
2016,9,375.4141,375,0.06
2016,10,522.2395,525,0.06
2016,11,620.7733,625,0.06
2016,12,660.8015,675,0.06
2016,13,632.5536,625,0.06
2016,14,554.31,575,0.06
2016,15,422.3002,425,0.06
2016,16,250.206,275,0.06
2016,17,60.7797,75,0.09
2016,18,0.3666,25,0.09
2016,19,0.01,25,0.09
2016,20,0.017,25,0.09
2016,21,0.0363,25,0.09
2016,22,0.0433,25,0.06
2016,23,0.0695,25,0.06
2016,0,0.0734,25,0.06
2016,1,0.0572,25,0.06
2016,2,0.0564,25,0.06
2016,3,0.0603,25,0.06
2016,4,0.0479,25,0.06
2016,5,0.0549,25,0.06
2016,6,0.0943,25,0.06
2016,7,22.7694,25,0.06
2016,8,188.6771,175,0.06
2016,9,370.5181,375,0.06
2016,10,517.8921,525,0.06
2016,11,616.7757,625,0.06
2016,12,655.6749,675,0.06
2016,13,634.1217,625,0.06
2016,14,552.4496,575,0.06
2016,15,419.999,425,0.06
2016,16,246.1463,225,0.06
2016,17,57.8006,75,0.09
2016,18,0.4229,25,0.09
2016,19,0.0178,25,0.09
2016,20,0.0116,25,0.09
2016,21,0.0402,25,0.09
2016,22,0.0533,25,0.06
2016,23,0.0371,25,0.06
2016,0,0,0,0.06
2016,1,0.0216,25,0.06
2016,2,0.0958,25,0.06
2016,3,0.01,25,0.06
2016,4,0.0116,25,0.06
2016,5,0.0873,25,0.06
2016,6,0.1291,25,0.06
2016,7,21.3906,25,0.06
2016,8,188.0507,175,0.06
2016,9,369.8213,375,0.06
2016,10,516.2979,525,0.06
2016,11,612.7146,625,0.06
2016,12,651.208,675,0.06
2016,13,630.8394,625,0.06
2016,14,548.1303,525,0.06
2016,15,414.416,425,0.06
2016,16,242.8332,225,0.06
2016,17,55.8481,75,0.09
2016,18,0.3705,25,0.09
2016,19,0.0301,25,0.09
2016,20,0.0518,25,0.09
2016,21,0.0263,25,0.09
2016,22,0,0,0.06
2016,23,0.0703,25,0.06
2016,0,0.0896,25,0.06
2016,1,0.0201,25,0.06
2016,2,0.1074,25,0.06
2016,3,0.0626,25,0.06
